# Tetrahedron method
       -9.1582459715        0.0000000000
       -8.5854280950        0.0000000000
       -8.0126102186        0.0000000000
       -7.4397923421        0.0000000000
       -6.8669744656        0.0000000000
       -6.2941565891        0.0000000000
       -5.7213387127        0.0000000000
       -5.1485208362        0.0000000000
       -4.5757029597        0.0000000000
       -4.0028850832        0.0000000000
       -3.4300672068        0.0000000000
       -2.8572493303        0.0000000000
       -2.2844314538        0.0000000000
       -1.7116135773        0.0000000000
       -1.1387957008        0.0000000000
       -0.5659778244        0.0000000000
        0.0068400521        0.0000000000
        0.5796579286        0.1007591528
        1.1524758051        0.5510925381
        1.7252936815        2.3074238302
        2.2981115580        8.5025168778
        2.8709294345        4.5800748131
        3.4437473110        3.7647948583
        4.0165651875        3.5643862333
        4.5893830639        0.4732786977
        5.1622009404        0.9049625819
        5.7350188169        1.2920171320
        6.3078366934        1.4493390400
        6.8806545698        1.6462375448
        7.4534724463        2.7907764711
        8.0262903228        0.7693854131
        8.5991081993        2.2276702485
        9.1719260758        1.9755723197
        9.7447439522        3.4289786343
       10.3175618287        3.8521061068
       10.8903797052        1.3275125127
       11.4631975817        2.3915857609
       12.0360154581        6.6480523722
       12.6088333346        6.8414640722
       13.1816512111        0.8117516004
       13.7544690876        0.0000000000
       14.3272869640        0.0000000000
       14.9001048405        0.0000000000
       15.4729227170        0.0000000000
       16.0457405935        0.0000000000
       16.6185584700        0.0000000000
       17.1913763464        0.0000000000
       17.7641942229        0.0000000000
       18.3370120994        0.0000000000
       18.9098299759        0.0000000000
       19.4826478523        0.0000000000
       20.0554657288        0.0000000000
       20.6282836053        0.3260323427
       21.2011014818        3.6001818722
       21.7739193583        2.9669599190
       22.3467372347        1.0685455695
       22.9195551112        2.4024816217
       23.4923729877        4.4717790955
       24.0651908642        3.2475598789
       24.6380087406        4.2391294252
       25.2108266171        3.3933400188
       25.7836444936        3.7002552766
       26.3564623701        1.4797350857
       26.9292802466        2.6386711875
       27.5020981230        0.2393569525
       28.0749159995        2.1826241264
       28.6477338760        3.3074135016
       29.2205517525        4.5831335302
       29.7933696289        2.8025979210
       30.3661875054        1.1760952992
       30.9390053819        2.8170989105
       31.5118232584        1.0378599160
       32.0846411348        2.7031218658
       32.6574590113        5.3351074981
       33.2302768878        1.9411938570
       33.8030947643        0.7232412236
       34.3759126408        0.0000000000
       34.9487305172        0.0000000000
       35.5215483937        0.0000000000
       36.0943662702        0.0000000000
       36.6671841467        0.0000000000
       37.2400020231        0.0000000000
       37.8128198996        0.0000000000
       38.3856377761        0.0000000000
       38.9584556526        0.0000000000
       39.5312735291        0.0000000000
       40.1040914055        0.0000000000
       40.6769092820        0.0000000000
       41.2497271585        0.0000000000
       41.8225450350        0.0000000000
       42.3953629114        0.0000000000
       42.9681807879        0.0000000000
       43.5409986644        0.0000000000
       44.1138165409        0.0000000000
       44.6866344173        0.0000000000
       45.2594522938        0.0000000000
       45.8322701703        0.0000000000
       46.4050880468        0.0000000000
       46.9779059233       10.8263344907
       47.5507237997        0.0000000000
       48.1235416762       17.8016396568
       48.6963595527        0.0000000000
       49.2691774292        0.0000000000
       49.8419953056        0.0000000000
       50.4148131821        0.0000000000
       50.9876310586        0.0000000000
       51.5604489351        0.0000000000
       52.1332668116        0.0000000000
       52.7060846880        0.0000000000
       53.2789025645        0.0000000000
       53.8517204410        0.0000000000
       54.4245383175        0.0000000000
       54.9973561939        0.0000000000
       55.5701740704        0.0000000000
       56.1429919469        0.0000000000
       56.7158098234        0.0000000000
       57.2886276999        0.0000000000
       57.8614455763        0.0000000000
       58.4342634528        0.0000000000
       59.0070813293        0.0000000000
       59.5798992058        0.0000000000
       60.1527170822        0.0000000000
       60.7255349587        0.0000000000
       61.2983528352        0.0000000000
       61.8711707117        0.0000000000
       62.4439885881        0.0000000000
       63.0168064646        0.0000000000
       63.5896243411        0.0000000000
       64.1624422176        0.0000000000
       64.7352600941        0.0000000000
       65.3080779705        0.0000000000
       65.8808958470        0.0000000000
       66.4537137235        0.0000000000
       67.0265316000        0.0000000000
       67.5993494764        0.0000000000
       68.1721673529        0.0000000000
       68.7449852294        0.0000000000
       69.3178031059        0.0000000000
       69.8906209824        0.0000000000
       70.4634388588        0.0000000000
       71.0362567353        0.0000000000
       71.6090746118        0.0000000000
       72.1818924883        0.0000000000
       72.7547103647        0.0000000000
       73.3275282412        0.0000000000
       73.9003461177        0.0000000000
       74.4731639942        0.0000000000
       75.0459818706        0.0000000000
       75.6187997471        0.0000000000
       76.1916176236        0.0000000000
       76.7644355001        0.0000000000
       77.3372533766        0.0000000000
       77.9100712530        0.0000000000
       78.4828891295        0.0000000000
       79.0557070060        0.0000000000
       79.6285248825        0.0000000000
       80.2013427589        0.0000000000
       80.7741606354        0.0000000000
       81.3469785119        0.0000000000
       81.9197963884        0.0000000000
       82.4926142649        0.0000000000
       83.0654321413        0.0000000000
       83.6382500178        0.0000000000
       84.2110678943        0.0000000000
       84.7838857708        0.4064573823
       85.3567036472        2.8716172014
       85.9295215237        3.2372733326
       86.5023394002        2.7780578045
       87.0751572767        5.1887719264
       87.6479751532        2.4654306278
       88.2207930296        3.0351124546
       88.7936109061        0.1518466731
       89.3664287826        0.1617101223
       89.9392466591        0.2275210046
       90.5120645355        0.3887015256
       91.0848824120        0.4097808081
       91.6577002885        0.3354598714
       92.2305181650        0.8377325728
       92.8033360414        1.0421376628
       93.3761539179        1.5724685226
       93.9489717944        2.0746061069
       94.5217896709        1.4423788628
       95.0946075474        3.9912851163
       95.6674254238       10.3419128049
       96.2402433003        0.0000000000
       96.8130611768        0.0000000000
       97.3858790533        0.0000000000
       97.9586969297        0.0000000000
       98.5315148062        0.0000000000
       99.1043326827        0.0000000000
       99.6771505592        0.0000000000
      100.2499684357        0.0000000000
      100.8227863121        0.0000000000
      101.3956041886        0.0000000000
      101.9684220651        0.0000000000
      102.5412399416        0.0000000000
      103.1140578180        0.0000000000
      103.6868756945        0.0000000000
      104.2596935710        0.0000000000
      104.8325114475        0.0000000000
      105.4053293240        0.0000000000
