#Temperature [K] | Cv  | H | S 
0.0 0.0 797.016171927294 0.0
50.0 57.96796796387404 796.5399980596635 29.792273965471843
100.0 133.29498986345862 793.4736976890359 94.1402319161207
150.0 193.6385012698436 787.1108747873022 160.00298229698683
200.0 245.86623031771126 777.5235583156647 222.97362179450386
250.0 294.7008306950453 764.8603335206612 283.13538224582544
300.0 340.3737666065266 749.2488197628086 340.9573291110357
350.0 382.0904379781334 730.8006215750876 396.6133133499388
400.0 419.51598387061716 709.6232239662672 450.1250369752505
450.0 452.841992728193 685.8237665780016 501.4991821546696
500.0 482.54776131311644 659.5082569010322 550.7776091279788
550.0 509.1943808069447 630.7796026205177 598.0411124970631
600.0 533.3051365370873 599.7359420806127 643.3972412058421
650.0 555.3151920428496 566.4696634749524 686.9663197849861
700.0 575.5632125419288 531.0670534840885 728.8706181190083
750.0 594.3031984648584 493.6083874205547 769.2274772789375
800.0 611.7229737042297 454.1682776042208 808.1456891960341
850.0 627.9623166550665 412.81614275416973 845.7241108973185
900.0 643.127887582506 369.6167097174476 882.0516296670452
950.0 657.3043534485502 324.6304969179594 917.2078437042347
1000.0 670.5621233182582 277.91425478383985 951.2640503492934
