distance,energy
2.0,-936.663560455479
2.4444444444444446,-937.7637435625809
2.888888888888889,-937.9368065882154
3.333333333333333,-937.7855834565079
3.7777777777777777,-937.6162318148781
4.222222222222222,-937.4453471986697
4.666666666666666,-937.2630500459674
5.111111111111111,-937.0420455039566
5.555555555555555,-937.0127611052774
6.0,-936.9821284115692
