1.000000000000000000e+01,-4.673374875244539339e+02
2.000000000000000000e+01,-4.673375452781277204e+02
3.000000000000000000e+01,-4.673376537451199511e+02
4.000000000000000000e+01,-4.673378342983947391e+02
5.000000000000000000e+01,-4.673381048750629247e+02
6.000000000000000000e+01,-4.673384781455295638e+02
7.000000000000000000e+01,-4.673389627887658548e+02
8.000000000000000000e+01,-4.673395646306923368e+02
9.000000000000000000e+01,-4.673402873244495481e+02
1.000000000000000000e+02,-4.673411328243039975e+02
1.100000000000000000e+02,-4.673421017878083035e+02
1.200000000000000000e+02,-4.673431939321872051e+02
1.300000000000000000e+02,-4.673444083366348423e+02
1.400000000000000000e+02,-4.673457436828379628e+02
1.500000000000000000e+02,-4.673471984345610508e+02
1.600000000000000000e+02,-4.673487709636815453e+02
1.700000000000000000e+02,-4.673504596330117806e+02
1.800000000000000000e+02,-4.673522628464772879e+02
1.900000000000000000e+02,-4.673541790759970240e+02
2.000000000000000000e+02,-4.673562068726130292e+02
2.100000000000000000e+02,-4.673583448676010903e+02
2.200000000000000000e+02,-4.673605917676920285e+02
2.300000000000000000e+02,-4.673629463472489647e+02
2.400000000000000000e+02,-4.673654074392708822e+02
2.500000000000000000e+02,-4.673679739263771467e+02
2.600000000000000000e+02,-4.673706447324436226e+02
2.700000000000000000e+02,-4.673734188152184856e+02
2.800000000000000000e+02,-4.673762951600420479e+02
2.900000000000000000e+02,-4.673792727746604783e+02
