1.000000000000000000e+01,-4.636902684827571761e+02
2.000000000000000000e+01,-4.636903262364310194e+02
3.000000000000000000e+01,-4.636904347034232501e+02
4.000000000000000000e+01,-4.636906152566980381e+02
5.000000000000000000e+01,-4.636908858333661669e+02
6.000000000000000000e+01,-4.636912591038328628e+02
7.000000000000000000e+01,-4.636917437470690970e+02
8.000000000000000000e+01,-4.636923455889955790e+02
9.000000000000000000e+01,-4.636930682827528472e+02
1.000000000000000000e+02,-4.636939137826072965e+02
1.100000000000000000e+02,-4.636948827461115457e+02
1.200000000000000000e+02,-4.636959748904905041e+02
1.300000000000000000e+02,-4.636971892949381413e+02
1.400000000000000000e+02,-4.636985246411412049e+02
1.500000000000000000e+02,-4.636999793928643498e+02
1.600000000000000000e+02,-4.637015519219848443e+02
1.700000000000000000e+02,-4.637032405913150797e+02
1.800000000000000000e+02,-4.637050438047805869e+02
1.900000000000000000e+02,-4.637069600343002662e+02
2.000000000000000000e+02,-4.637089878309163282e+02
2.100000000000000000e+02,-4.637111258259043893e+02
2.200000000000000000e+02,-4.637133727259952707e+02
2.300000000000000000e+02,-4.637157273055522637e+02
2.400000000000000000e+02,-4.637181883975741243e+02
2.500000000000000000e+02,-4.637207548846804457e+02
2.600000000000000000e+02,-4.637234256907468648e+02
2.700000000000000000e+02,-4.637261997735217847e+02
2.800000000000000000e+02,-4.637290761183453469e+02
2.900000000000000000e+02,-4.637320537329637773e+02
