1.000000000000000000e+01,-4.661606083278207393e+02
2.000000000000000000e+01,-4.661606660814945826e+02
3.000000000000000000e+01,-4.661607745484868133e+02
4.000000000000000000e+01,-4.661609551017616013e+02
5.000000000000000000e+01,-4.661612256784297301e+02
6.000000000000000000e+01,-4.661615989488964260e+02
7.000000000000000000e+01,-4.661620835921326602e+02
8.000000000000000000e+01,-4.661626854340591422e+02
9.000000000000000000e+01,-4.661634081278164103e+02
1.000000000000000000e+02,-4.661642536276708597e+02
1.100000000000000000e+02,-4.661652225911751088e+02
1.200000000000000000e+02,-4.661663147355540673e+02
1.300000000000000000e+02,-4.661675291400017045e+02
1.400000000000000000e+02,-4.661688644862047681e+02
1.500000000000000000e+02,-4.661703192379279130e+02
1.600000000000000000e+02,-4.661718917670484075e+02
1.700000000000000000e+02,-4.661735804363786428e+02
1.800000000000000000e+02,-4.661753836498441501e+02
1.900000000000000000e+02,-4.661772998793638294e+02
2.000000000000000000e+02,-4.661793276759798914e+02
2.100000000000000000e+02,-4.661814656709679525e+02
2.200000000000000000e+02,-4.661837125710588339e+02
2.300000000000000000e+02,-4.661860671506158269e+02
2.400000000000000000e+02,-4.661885282426376875e+02
2.500000000000000000e+02,-4.661910947297440089e+02
2.600000000000000000e+02,-4.661937655358104280e+02
2.700000000000000000e+02,-4.661965396185853479e+02
2.800000000000000000e+02,-4.661994159634089101e+02
2.900000000000000000e+02,-4.662023935780273405e+02
