1.000000000000000000e+01,-4.688758516533773104e+02
2.000000000000000000e+01,-4.688759094070510969e+02
3.000000000000000000e+01,-4.688760178740433275e+02
4.000000000000000000e+01,-4.688761984273181156e+02
5.000000000000000000e+01,-4.688764690039863012e+02
6.000000000000000000e+01,-4.688768422744529403e+02
7.000000000000000000e+01,-4.688773269176892313e+02
8.000000000000000000e+01,-4.688779287596157133e+02
9.000000000000000000e+01,-4.688786514533729246e+02
1.000000000000000000e+02,-4.688794969532273740e+02
1.100000000000000000e+02,-4.688804659167316800e+02
1.200000000000000000e+02,-4.688815580611105815e+02
1.300000000000000000e+02,-4.688827724655582188e+02
1.400000000000000000e+02,-4.688841078117613392e+02
1.500000000000000000e+02,-4.688855625634844273e+02
1.600000000000000000e+02,-4.688871350926049217e+02
1.700000000000000000e+02,-4.688888237619351571e+02
1.800000000000000000e+02,-4.688906269754006644e+02
1.900000000000000000e+02,-4.688925432049204005e+02
2.000000000000000000e+02,-4.688945710015364057e+02
2.100000000000000000e+02,-4.688967089965244668e+02
2.200000000000000000e+02,-4.688989558966154050e+02
2.300000000000000000e+02,-4.689013104761723412e+02
2.400000000000000000e+02,-4.689037715681942586e+02
2.500000000000000000e+02,-4.689063380553005231e+02
2.600000000000000000e+02,-4.689090088613669991e+02
2.700000000000000000e+02,-4.689117829441418621e+02
2.800000000000000000e+02,-4.689146592889654244e+02
2.900000000000000000e+02,-4.689176369035838547e+02
