1.000000000000000000e+01,-4.649154127084490824e+02
2.000000000000000000e+01,-4.649154704621228689e+02
3.000000000000000000e+01,-4.649155789291150995e+02
4.000000000000000000e+01,-4.649157594823898876e+02
5.000000000000000000e+01,-4.649160300590580732e+02
6.000000000000000000e+01,-4.649164033295247123e+02
7.000000000000000000e+01,-4.649168879727610033e+02
8.000000000000000000e+01,-4.649174898146874853e+02
9.000000000000000000e+01,-4.649182125084446966e+02
1.000000000000000000e+02,-4.649190580082991460e+02
1.100000000000000000e+02,-4.649200269718034519e+02
1.200000000000000000e+02,-4.649211191161823535e+02
1.300000000000000000e+02,-4.649223335206299907e+02
1.400000000000000000e+02,-4.649236688668331112e+02
1.500000000000000000e+02,-4.649251236185561993e+02
1.600000000000000000e+02,-4.649266961476766937e+02
1.700000000000000000e+02,-4.649283848170069291e+02
1.800000000000000000e+02,-4.649301880304724364e+02
1.900000000000000000e+02,-4.649321042599921725e+02
2.000000000000000000e+02,-4.649341320566081777e+02
2.100000000000000000e+02,-4.649362700515962388e+02
2.200000000000000000e+02,-4.649385169516871770e+02
2.300000000000000000e+02,-4.649408715312441132e+02
2.400000000000000000e+02,-4.649433326232660306e+02
2.500000000000000000e+02,-4.649458991103722951e+02
2.600000000000000000e+02,-4.649485699164387711e+02
2.700000000000000000e+02,-4.649513439992136341e+02
2.800000000000000000e+02,-4.649542203440371964e+02
2.900000000000000000e+02,-4.649571979586556267e+02
